"","X1","DGUID","PCNAME","LANDAREA","PRUID","GEO_NAME","C1_COUNT_TOTAL_Population..2021","C1_COUNT_TOTAL_Population..2016","C1_COUNT_TOTAL_Population.percentage.change..2016.to.2021","C1_COUNT_TOTAL_Total.private.dwellings","C1_COUNT_TOTAL_Private.dwellings.occupied.by.usual.residents","C1_COUNT_TOTAL_Population.density.per.square.kilometre","C1_COUNT_TOTAL_Land.area.in.square.kilometres","C1_COUNT_TOTAL_65.years.and.over","C1_COUNT_TOTAL_Median.age.of.the.population","C1_COUNT_TOTAL_Total...Occupied.private.dwellings.by.structural.type.of.dwelling...100..data","C1_COUNT_TOTAL_Single.detached.house","C1_COUNT_TOTAL_Average.household.size","C1_COUNT_TOTAL_Married.or.living.common.law","C1_COUNT_TOTAL_Average.number.of.children.in.census.families.with.children","C1_COUNT_TOTAL_Multigenerational.households","C1_COUNT_TOTAL_Median.total.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.after.tax.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.government.transfers.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.employment.insurance.benefits.in.2020.among.recipients....","C1_COUNT_TOTAL_Average.total.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.total.income.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.after.tax.income.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.government.transfers.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.employment.insurance.benefits.in.2019.among.recipients....","C1_COUNT_TOTAL_Indigenous.identity","C1_COUNT_TOTAL_Registered.or.Treaty.Indian","C1_COUNT_TOTAL_Total...Private.households.by.tenure...25..sample.data","C1_COUNT_TOTAL_Owner","C1_COUNT_TOTAL_Renter","C1_COUNT_TOTAL_Total...Occupied.private.dwellings.by.housing.indicators...25..sample.data","C1_COUNT_TOTAL_Spending.30..or.more.of.income.on.shelter.costs.only","C1_COUNT_TOTAL_Median.monthly.shelter.costs.for.owned.dwellings....","C1_COUNT_TOTAL_Average.monthly.shelter.costs.for.owned.dwellings....","C1_COUNT_TOTAL_Median.value.of.dwellings....","C1_COUNT_TOTAL_Average.value.of.dwellings....","C1_COUNT_TOTAL_Median.monthly.shelter.costs.for.rented.dwellings....","C1_COUNT_TOTAL_Average.monthly.shelter.costs.for.rented.dwellings....","C1_COUNT_TOTAL_Non.immigrants","C1_COUNT_TOTAL_Immigrants","C1_COUNT_TOTAL_Total.visible.minority.population","C1_COUNT_TOTAL_Total...Highest.certificate..diploma.or.degree.for.the.population.aged.15.years.and.over.in.private.households...25..sample.data","C1_COUNT_TOTAL_No.certificate..diploma.or.degree","C1_COUNT_TOTAL_High..secondary..school.diploma.or.equivalency.certificate","C1_COUNT_TOTAL_Postsecondary.certificate.or.diploma.below.bachelor.level","C1_COUNT_TOTAL_Bachelor.s.degree","C1_COUNT_TOTAL_Total...Population.aged.15.years.and.over.by.labour.force.status...25..sample.data","C1_COUNT_TOTAL_In.the.labour.force","C1_COUNT_TOTAL_Employed","C1_COUNT_TOTAL_Unemployed","C1_COUNT_TOTAL_Not.in.the.labour.force","C1_COUNT_TOTAL_Participation.rate","C1_COUNT_TOTAL_Employment.rate","C1_COUNT_TOTAL_Unemployment.rate","C1_COUNT_TOTAL_Total...Place.of.work.status.for.the.employed.labour.force.aged.15.years.and.over...25..sample.data","C1_COUNT_TOTAL_Worked.at.home","C1_COUNT_TOTAL_Worked.outside.Canada","C1_COUNT_TOTAL_No.fixed.workplace.address","C1_COUNT_TOTAL_Usual.place.of.work","C1_COUNT_TOTAL_Total...Commuting.destination.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work...25..sample.data","C1_COUNT_TOTAL_Commute.within.census.subdivision..CSD..of.residence","C1_COUNT_TOTAL_Commute.to.a.different.census.subdivision..CSD..within.census.division..CD..of.residence","C1_COUNT_TOTAL_Commute.to.a.different.census.subdivision..CSD..and.census.division..CD..within.province.or.territory.of.residence","C1_COUNT_TOTAL_Commute.to.a.different.province.or.territory","C1_COUNT_TOTAL_Total...Main.mode.of.commuting.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work.or.no.fixed.workplace.address...25..sample.data","C1_COUNT_TOTAL_Car..truck.or.van","C1_COUNT_TOTAL_Public.transit","C1_COUNT_TOTAL_Walked","C1_COUNT_TOTAL_Bicycle","C1_COUNT_TOTAL_Other.method","C1_COUNT_TOTAL_Total...Commuting.duration.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work.or.no.fixed.workplace.address...25..sample.data","C1_COUNT_TOTAL_Less.than.15.minutes","C1_COUNT_TOTAL_15.to.29.minutes","C1_COUNT_TOTAL_30.to.44.minutes","C1_COUNT_TOTAL_45.to.59.minutes","C1_COUNT_TOTAL_60.minutes.and.over","C10_RATE_TOTAL_65.years.and.over","C10_RATE_TOTAL_Single.detached.house","nVets","nvets_1kmBuffer","nDentist","nDentists_1kmBuffer","nDentists_2kmBuffer","nDentists_5kmBuffer","nfuneral","nfunerals_1kmBuffer","nfunerals_2kmBuffer","nfunerals_5kmBuffer","C1_COUNT_TOTAL_Commuteout","C1_COUNT_TOTAL_Dwellingperkm","C1_COUNT_TOTAL_Dwellingperpop"
"40",40,"2021S05100264","Englehart",1.3093,35,"Englehart",1371,1418,-3.3,684,648,1047.1,1.31,27.7,46.4,650,475,2,620,1.7,10,38000,34800,12100,6500,49000,36400,33600,9000,5960,160,50,635,430,210,635,75,920,944,2e+05,210000,645,636,1265,30,30,1080,250,315,410,80,1080,600,565,40,480,55.6,52.3,6.7,560,50,0,85,425,425,195,195,30,10,515,425,0,70,0,15,515,260,75,115,30,30,"c(NA, NA)",73.1,1,1,2,2,2,2,1,1,1,1,0.541176470588235,522.137404580153,0.472647702407002
"41",41,"2021S05100266","Les Escoumins",1.6077,24,"Les Escoumins",1274,1339,-4.9,652,617,792.4,1.61,29.5,53.6,615,415,2,585,1.7,0,37600,34400,14700,6950,43500,34800,32000,12200,7200,300,215,625,405,185,625,30,628,796,150000,152000,552,556,1290,10,0,1115,280,220,490,105,1115,605,545,65,510,54.3,48.9,10.7,540,55,0,65,425,420,270,135,20,0,490,445,0,45,0,0,490,340,60,40,10,40,"c(NA, NA)",67.5,0,0,1,1,1,1,1,1,1,1,0.357142857142857,404.968944099379,0.484301412872841
"42",42,"2021S05100269","Esterhazy",2.4673,47,"Esterhazy",2191,2367,-7.4,1288,1000,888,2.47,23.7,44.4,1000,780,2.1,1130,1.8,5,47200,42400,8200,6280,65400,46800,42000,3360,4280,190,75,1005,790,215,1005,95,780,1020,224000,235200,850,960,1865,235,275,1760,290,535,640,225,1760,1155,1110,50,605,65.6,63.1,4.3,1110,80,0,120,910,905,675,185,35,10,1030,925,0,85,0,15,1030,615,265,75,55,20,"c(NA, NA)",78,1,1,1,1,1,1,1,1,1,1,0.25414364640884,521.457489878542,0.456412596987677
"43",43,"2021S05100274","Fairview",2.2633,48,"Fairview",2427,2598,-6.6,1183,1051,1072.3,2.26,23.1,44,1055,795,2.2,1165,1.8,10,40400,36800,9700,6280,52600,39600,36800,4880,7600,200,65,1060,780,285,1060,185,870,1078,190000,206800,1010,1080,2035,260,355,1875,420,585,655,180,1875,1170,1080,90,710,62.4,57.6,7.7,1085,45,0,110,930,930,785,65,65,10,1040,940,0,95,0,0,1040,780,115,45,15,80,"c(NA, NA)",75.4,0,1,1,1,1,1,2,2,2,2,0.155913978494624,523.451327433628,0.433044911413267
"44",44,"2021S05100279","Ferme-Neuve",1.603,24,"Ferme-Neuve",1663,1706,-2.5,851,811,1037.4,1.6,30.3,53.2,810,520,2,780,1.6,10,32000,29200,14200,6160,36480,29000,27200,11500,5800,85,15,785,540,240,785,65,620,728,150000,165000,520,536,1565,0,0,1400,525,235,555,60,1400,735,625,110,665,52.5,44.6,15,625,25,0,130,475,475,145,295,35,0,600,570,0,25,0,0,600,170,295,55,20,65,"c(NA, NA)",64.2,0,0,0,0,0,0,0,0,0,2,0.694736842105263,531.875,0.487672880336741
"45",45,"2021S05100282","Flin Flon",0.1595,47,"Flin Flon",4722,4810,-1.8,2441,2180,1262.5,3.74,18.6,43.2,2180,1675,2.1,2155,1.8,30,45600,40000,8200,6040,56750,43200,38000,4720,6700,1030,470,2175,1460,710,2175,175,760,907,110000,124600,750,770,4205,255,355,3810,760,1320,1225,370,3810,2370,2200,170,1440,62.2,57.7,7.2,2205,110,0,245,1855,1850,1320,305,15,215,2095,1755,30,260,0,50,2095,1795,225,45,0,15,"c(NA, NA)",76.8,0,0,5,6,7,7,1,1,1,1,0.286486486486486,652.673796791444,0.461668784413384
"46",46,"2021S05100283","Foam Lake",1.4058,47,"Foam Lake",1070,1022,4.7,525,488,761.1,1.41,30,48.4,490,415,2.1,525,1.9,5,34800,32000,11600,7150,40900,33200,30800,7450,7750,120,55,490,360,130,490,75,560,744,110000,136500,680,650,915,95,75,835,240,265,235,75,835,415,395,20,420,49.7,47.3,4.8,395,30,0,65,295,295,205,35,55,0,360,300,0,55,0,0,360,235,30,40,15,40,"c(NA, NA)",84.7,1,1,1,1,1,1,1,1,1,1,0.305084745762712,372.340425531915,0.45607476635514
"47",47,"2021S05100286","Forestville",2.8976,24,"Forestville",2193,2333,-6,1209,1131,756.8,2.9,28,54.4,1130,720,1.9,1015,1.6,5,35600,31800,14500,6700,43360,32800,29200,11100,6080,230,65,1145,735,415,1145,110,660,748,115000,119200,500,542,2155,20,20,1930,600,430,745,115,1930,1010,930,75,925,52.3,48.2,7.4,930,45,0,85,800,800,635,90,85,0,885,780,0,80,0,25,885,655,70,65,10,90,"c(NA, NA)",63.7,0,0,1,1,1,1,1,1,2,2,0.20625,416.896551724138,0.515731874145007
"48",48,"2021S05100290","Fort Frances",7.2884,35,"Fort Frances",7159,7420,-3.5,3631,3311,982.2,7.29,23.4,46,3315,2525,2.1,3215,1.7,45,46400,41200,9600,5920,52650,44800,40400,6650,5600,1925,1140,3295,2375,920,3295,330,860,1041,224000,243800,800,826,6585,380,190,5920,1110,1940,1975,715,5920,3545,3270,285,2365,59.9,55.2,8,3265,265,15,490,2500,2500,2115,340,35,10,2985,2645,60,210,30,45,2985,2135,310,155,180,205,"c(NA, NA)",76.2,0,1,5,5,5,5,0,0,0,0,0.154,498.079561042524,0.462494761838246
"49",49,"2021S05100293","Fort Nelson",5.0218,59,"Fort Nelson",2611,3371,-22.5,1622,1173,519.9,5.02,11.3,37.6,1175,630,2.2,1160,1.8,20,44800,41600,10900,6280,57350,42400,38800,7100,6550,700,405,1200,760,440,1200,125,1050,1048,150000,174800,695,780,2410,205,230,2090,490,640,730,150,2090,1535,1360,175,555,73.4,65.1,11.4,1360,80,0,190,1090,1090,1045,0,25,20,1280,1165,0,95,0,15,1280,1040,150,10,0,70,"c(NA, NA)",53.6,0,1,3,3,3,3,0,0,0,0,0.0412844036697247,323.107569721116,0.449253159708924
"50",50,"2021S05100294","Fort Qu'Appelle",2.0909,47,"Fort Qu'Appelle",1866,1920,-2.8,881,802,892.4,2.09,27,43.6,805,670,2.3,865,1.9,15,39200,35600,12900,6000,46520,36400,34000,8300,7250,640,530,800,615,185,800,125,680,864,220000,234000,990,960,1635,200,205,1450,215,485,470,235,1450,795,730,70,655,54.8,50.3,8.8,730,70,0,90,570,570,370,185,20,0,655,585,0,65,0,10,655,410,110,65,40,30,"c(NA, NA)",83.2,1,1,2,2,2,2,2,2,2,2,0.350877192982456,421.531100478469,0.429796355841372
"51",51,"2021S05100297","Fort St. James",3.2152,59,"Fort St. James",1497,1721,-13,697,619,465.6,3.22,15.7,40.4,620,515,2.4,670,1.7,20,40400,38800,10800,6000,53900,38400,34800,8400,6950,540,475,605,410,145,610,40,890,976,194000,196000,850,820,1295,95,65,1140,260,425,330,90,1140,695,620,70,445,61,54.4,10.1,620,50,0,125,445,445,345,50,50,0,575,440,30,70,0,30,575,415,45,15,20,75,"c(NA, NA)",83.1,0,0,1,1,1,1,0,0,0,0,0.224719101123595,216.459627329193,0.413493653974616
"52",52,"2021S05100301","Fox Creek",1.3604,48,"Fox Creek",1426,1730,-17.6,834,574,1048.2,1.36,12.3,40.4,575,375,2.5,720,1.7,15,52000,45600,5480,5760,70200,55600,48000,1080,7500,155,30,570,455,115,570,80,1800,1710,266000,279000,1210,1240,1185,185,180,1130,250,415,390,65,1130,835,725,110,295,73.9,64.2,13.2,725,30,0,195,500,500,440,20,30,0,690,655,0,20,0,15,690,465,135,40,20,30,"c(NA, NA)",65.2,0,0,1,1,1,1,0,0,0,0,0.12,613.235294117647,0.402524544179523
"53",53,"2021S05100315","Geraldton",2.641,35,"Geraldton",1761,1838,-4.2,889,798,666.8,2.64,20.7,44.4,800,695,2.2,760,1.8,15,40000,36400,11700,6280,47400,37600,34400,8600,5520,565,450,865,615,255,865,95,640,764,115000,127600,740,740,1815,95,60,1520,445,470,460,110,1520,820,765,55,700,53.9,50.3,6.7,765,35,0,140,595,590,540,15,25,10,735,595,0,120,0,10,735,575,90,35,15,15,"c(NA, NA)",86.9,0,0,1,1,1,1,1,1,1,1,0.0847457627118644,336.742424242424,0.453151618398637
"54",54,"2021S05100317","Gimli",3.0232,46,"Gimli",2345,2251,4.2,1508,1119,775.7,3.02,37.6,57.6,1120,855,2,1195,1.7,10,37600,33600,13700,5960,45840,35200,31400,10700,8600,255,30,1135,820,320,1135,205,870,1036,260000,270500,980,1050,2200,150,95,2040,380,655,660,240,2040,995,875,125,1045,48.8,42.9,12.6,875,100,0,105,665,665,475,50,125,10,770,625,0,125,10,0,770,500,85,50,50,85,"c(NA, NA)",76.3,1,1,3,3,3,3,2,2,2,2,0.285714285714286,499.337748344371,0.477185501066098
"55",55,"2021S05100324","Goderich",4.5132,35,"Goderich",7728,7536,2.5,3811,3591,1712.3,4.51,31.7,52.4,3595,2330,2.1,3740,1.7,40,39200,35600,12600,4840,49080,37200,34000,9300,5400,150,30,3590,2315,1270,3585,690,880,1134,420000,454400,1000,1112,6920,560,215,6500,1105,2110,2150,800,6500,3425,3105,315,3075,52.7,47.8,9.2,3110,400,10,255,2440,2440,1825,355,240,10,2695,2320,15,265,55,40,2695,1775,465,155,145,160,"c(NA, NA)",64.8,1,1,10,10,10,10,2,2,2,2,0.252049180327869,845.011086474501,0.464673913043478
"56",56,"2021S05100326","Golden",6.1195,59,"Golden",3640,3403,7,1709,1566,594.8,6.12,15.5,39.2,1565,925,2.3,1745,1.6,15,43600,40000,10100,6000,53050,41200,36800,5560,5440,305,45,1560,1065,495,1560,230,1120,1278,448000,448000,1100,1228,3010,395,360,2955,365,890,1070,430,2955,2075,1925,150,880,70.2,65.1,7.2,1925,230,0,330,1355,1360,1255,40,30,30,1690,1325,10,225,100,30,1690,1275,240,65,20,80,"c(NA, NA)",59.1,1,1,2,2,2,2,1,1,1,1,0.0772058823529411,279.248366013072,0.43021978021978
"57",57,"2021S05100329","Grand Bank",2.2397,10,"Grand Bank",2071,2230,-7.1,1136,1011,924.7,2.24,36.6,57.6,1015,935,2,1205,1.5,10,31400,29000,15200,7950,38720,28200,26600,13200,7600,0,0,1010,845,165,1010,90,468,596,95000,104000,670,645,2015,0,0,1840,595,480,680,60,1840,810,665,140,1025,44,36.1,17.3,665,35,0,105,520,520,330,145,25,25,630,515,10,65,0,40,630,490,45,40,10,35,"c(NA, NA)",92.1,0,0,1,1,1,1,3,3,3,3,0.365384615384615,507.142857142857,0.488169966199903
"58",58,"2021S05100331","Grand Falls / Grand-Sault",7.1746,13,"Grand Falls / Grand-Sault",4349,4490,-3.1,2262,2127,606.2,7.17,30.4,54.4,2130,1180,2,2120,1.6,15,34400,31400,13300,6400,41960,31400,29000,10700,6600,165,35,2110,1230,880,2110,310,765,890,174000,195600,670,698,3930,140,150,3620,890,1170,1135,280,3620,1845,1670,175,1775,51,46.1,9.5,1670,135,0,270,1260,1260,830,145,270,15,1530,1330,10,135,15,35,1530,1105,240,110,30,45,"c(NA, NA)",55.4,0,1,10,10,10,10,1,1,1,2,0.341269841269841,315.481171548117,0.489077948953782
"59",59,"2021S05100333","Grand Forks",8.2053,59,"Grand Forks",4166,4100,1.6,1985,1893,507.7,8.21,35.4,56.8,1890,1425,2.1,2060,1.7,25,32800,31200,14400,5480,40120,30200,28200,12400,6040,220,50,1885,1405,475,1885,295,675,902,348000,346400,900,956,3470,340,215,3390,725,1055,1240,265,3390,1680,1585,95,1715,49.6,46.8,5.7,1585,145,0,210,1230,1230,980,195,35,20,1435,1135,0,215,45,35,1435,1075,250,55,30,30,"c(NA, NA)",75.4,1,1,4,4,4,4,1,1,1,1,0.203252032520325,241.778319123021,0.454392702832453
"60",60,"2021S05100335","Grande Cache",3.7246,48,"Grande Cache",3037,3286,-7.6,1370,1120,815.4,3.72,12.7,38,1120,840,2.5,1490,1.8,20,56000,48800,7650,5920,66700,54400,47600,1270,6160,250,55,1145,815,335,1150,105,1350,1424,230000,242400,1200,1172,2420,275,170,2255,445,740,800,200,2255,1535,1390,145,715,68.1,61.6,9.4,1390,75,0,235,1075,1075,985,10,50,25,1315,1230,10,55,0,20,1315,950,200,30,25,110,"c(NA, NA)",75,0,0,1,1,1,1,1,1,1,1,0.0837209302325581,368.279569892473,0.368784985182746
"61",61,"2021S05100337","Grande-RiviÃ¨re",3.3142,24,"Grande-Rivière",1330,1517,-12.3,733,698,401.3,3.31,33.1,56.4,695,380,1.9,545,1.5,10,32800,30200,17600,13600,37800,29200,27000,15300,13200,105,0,725,340,385,725,125,675,764,180000,195000,556,606,1360,35,30,1220,485,275,380,75,1220,580,510,65,640,47.5,41.8,11.2,510,45,0,70,410,405,165,185,60,0,475,445,0,25,0,0,475,255,145,20,20,35,"c(NA, NA)",54.7,0,0,2,2,2,2,1,1,1,2,0.592592592592593,221.450151057402,0.524812030075188
"62",62,"2021S05100342","Grimshaw",4.1317,48,"Grimshaw",2519,2599,-3.1,1185,1040,609.7,4.13,17.3,39.2,1040,780,2.4,1165,1.9,10,46000,41600,9700,6200,55150,46000,41200,3320,8200,350,130,1045,745,300,1045,150,1190,1226,230000,230800,1240,1210,2260,165,85,1965,540,635,620,140,1965,1325,1165,155,640,67.4,59.3,11.7,1165,120,0,185,855,860,445,380,35,0,1045,955,0,60,0,20,1045,490,315,115,55,70,"c(NA, NA)",75,0,0,1,1,1,1,0,0,0,1,0.482558139534884,286.924939467312,0.412862246923382
"63",63,"2021S05100351","Hanna",2.2903,48,"Hanna",2234,2332,-4.2,1187,1031,975.4,2.29,24.6,48.4,1030,900,2.1,1095,1.9,5,40400,36400,10800,5480,52600,38800,35600,5320,6040,120,55,1035,750,285,1035,100,880,1050,160000,165600,930,970,1955,190,195,1855,440,660,575,135,1855,1125,1000,125,730,60.6,53.9,11.1,1000,80,0,135,785,785,710,10,60,10,925,770,0,105,20,20,925,645,145,55,55,35,"c(NA, NA)",87.4,0,1,2,2,2,2,2,2,2,2,0.0955414012738853,518.340611353712,0.461504028648165
"64",64,"2021S05100354","Happy Valley-Goose Bay",10.1695,10,"Happy Valley-Goose Bay",6996,6678,4.8,2936,2698,687.9,10.17,12.9,39.6,2700,1785,2.5,3445,1.7,95,51200,45200,11400,7400,59600,50000,44000,8100,8500,3480,375,2700,1825,870,2695,225,1310,1320,3e+05,326400,990,1058,6260,450,510,5560,1030,1325,2270,675,5560,3910,3570,340,1650,70.3,64.2,8.7,3570,250,0,355,2965,2965,2655,235,50,25,3320,2890,45,70,15,300,3320,2350,590,180,95,105,"c(NA, NA)",66.1,1,2,8,8,8,8,2,2,2,2,0.104553119730186,288.692232055064,0.385648942252716
"65",65,"2021S05100364","Havre-Saint-Pierre",2.1834,24,"Havre-Saint-Pierre",2890,3015,-4.1,1364,1235,1323.6,2.18,23.7,47.6,1235,880,2.2,1510,1.7,5,50000,43200,10700,6320,57500,47600,41200,9000,6650,70,25,1195,905,295,1195,50,930,982,2e+05,200400,592,600,2685,30,25,2220,530,440,1025,180,2220,1400,1310,90,830,63.1,59,6.4,1310,105,0,115,1085,1085,1010,30,45,0,1205,985,15,180,15,10,1205,1000,75,30,35,65,"c(NA, NA)",71.3,0,0,1,1,1,1,1,1,1,1,0.0691244239631337,625.688073394495,0.427335640138408
"66",66,"2021S05100367","Hearst",5.0216,35,"Hearst",3537,3835,-7.8,1775,1691,704.4,5.02,25.4,49.2,1695,925,2.1,1800,1.7,5,43600,39200,10300,6000,53850,42000,37600,7400,5800,255,90,1705,955,750,1705,205,950,1074,220000,237200,700,728,3400,105,130,3030,730,820,1140,290,3030,1780,1635,145,1250,58.7,54,8.1,1635,110,0,180,1350,1350,1240,95,15,0,1525,1300,15,180,30,10,1525,1260,95,55,0,125,"c(NA, NA)",54.6,0,0,5,5,5,5,1,1,1,1,0.0814814814814815,353.585657370518,0.478088775798699
"67",67,"2021S05100371","High Level",2.6845,48,"High Level",3461,2746,26,1271,1151,1289.3,2.68,13.4,34.8,1150,610,2.7,1535,2,30,53200,48000,4320,6080,60900,49600,45200,1160,4240,1055,735,1150,725,430,1155,130,1410,1500,230000,255200,1040,1136,2585,415,475,2160,370,750,600,335,2160,1695,1570,125,460,78.5,72.7,7.4,1570,90,0,125,1360,1360,1305,35,15,0,1480,1315,0,130,10,25,1480,1230,200,25,10,10,"c(NA, NA)",53,1,1,4,4,4,4,0,0,0,0,0.0404411764705882,474.253731343284,0.332562843108928
"68",68,"2021S05100372","High Prairie",2.3662,48,"High Prairie",2065,2264,-8.8,969,810,872.7,2.37,15.5,36.8,810,530,2.5,810,2,25,45600,42400,9200,6160,54850,44400,40400,2800,6160,735,405,845,490,355,845,100,1070,1232,250000,245000,1000,1008,1750,275,355,1630,400,415,470,270,1630,1165,1030,135,460,71.5,63.2,11.6,1030,105,0,65,860,865,740,75,50,0,925,820,0,100,0,0,925,710,110,50,20,45,"c(NA, NA)",65.4,1,1,4,4,4,4,2,2,2,2,0.144508670520231,408.860759493671,0.39225181598063
"69",69,"2021S05100374","Hinton",12.974,48,"Hinton",9191,9205,-0.2,4140,3759,708.4,12.97,13.2,38,3755,2040,2.4,4500,1.8,70,47600,42400,8100,5760,60000,47600,42400,1700,5640,1280,360,3755,2690,1065,3755,565,1430,1482,324000,328400,1170,1260,7915,1040,1240,7365,1615,2370,2405,695,7365,5080,4450,630,2280,69,60.4,12.4,4450,280,0,820,3345,3350,3075,95,150,25,4170,3775,85,255,20,35,4170,2900,645,170,165,290,"c(NA, NA)",54.3,1,1,7,7,7,7,1,1,1,1,0.082089552238806,319.198149575944,0.408987052551409
"70",70,"2021S05100380","Hudson Bay",1.2989,47,"Hudson Bay",1332,1368,-2.6,748,665,1025.5,1.3,30.8,51.6,665,540,2,620,1.9,5,37600,34800,13300,6000,49300,36400,33200,10500,7400,185,70,675,525,150,670,60,612,808,174000,202000,670,780,1235,90,50,1115,265,355,345,120,1115,595,555,45,515,53.4,49.8,7.6,550,40,0,65,445,445,380,20,25,15,515,435,0,70,0,0,515,410,65,20,15,15,"c(NA, NA)",81.2,0,0,2,2,2,2,1,1,1,1,0.146067415730337,575.384615384615,0.499249249249249
"71",71,"2021S05100381","Humboldt",3.4819,47,"Humboldt",5313,5194,2.3,2374,2182,1525.9,3.48,24,42.8,2185,1675,2.3,2620,1.9,20,41600,37600,9600,5920,49320,39600,36000,5600,5960,240,80,2195,1715,485,2200,265,900,1101,250000,256800,850,880,4390,715,800,4160,830,1370,1355,460,4160,2615,2480,140,1545,62.9,59.6,5.4,2475,220,0,275,1975,1980,1430,275,265,0,2255,2000,0,200,10,40,2255,1580,205,275,100,95,"c(NA, NA)",76.7,0,1,5,5,5,5,2,2,2,2,0.277777777777778,682.183908045977,0.410690758516845
"72",72,"2021S05100383","Huntsville",8.7281,35,"Huntsville",6639,6482,2.4,3206,2971,760.6,8.73,28.6,49.2,2970,1745,2.1,2980,1.6,60,36800,33600,12400,5480,47600,34000,31400,7250,5120,185,30,3035,1895,1145,3035,720,1130,1265,5e+05,559500,1140,1176,5750,560,340,5570,990,1980,1620,665,5570,3230,2820,405,2350,58,50.6,12.5,2820,405,0,510,1900,1900,1535,235,130,0,2415,2135,15,215,15,35,2415,1395,435,315,115,150,"c(NA, NA)",58.8,2,4,18,18,18,18,3,3,3,3,0.192105263157895,367.239404352806,0.447507154691972
"73",73,"2021S05100385","Indian Head",1.7253,47,"Indian Head",1819,1824,-0.3,862,795,1054.3,1.73,26.2,46,795,630,2.2,875,1.8,5,44000,39600,9900,6320,51800,44000,39200,5680,5280,260,135,790,660,130,790,100,900,1022,240000,245600,840,1020,1625,115,85,1490,260,485,520,170,1490,970,925,45,520,65.1,62.1,4.6,925,120,0,100,700,700,455,195,55,0,805,750,0,40,0,10,805,470,70,85,110,65,"c(NA, NA)",79.2,1,1,1,1,1,1,1,1,1,1,0.35,498.265895953757,0.437053326003298
"74",74,"2021S05100389","Invermere",3.4384,59,"Invermere",3340,2911,14.7,1880,1418,971.4,3.44,24.1,42.8,1420,845,2.3,1585,1.7,15,42000,38400,12000,5480,49160,40000,36000,8200,5640,240,55,1440,975,465,1440,265,1190,1304,420000,475000,1170,1160,2845,365,165,2760,445,780,875,430,2760,1790,1675,115,975,64.9,60.7,6.4,1675,200,0,250,1220,1225,770,380,25,50,1475,1190,10,225,35,20,1475,970,370,85,15,30,"c(NA, NA)",59.5,0,1,2,3,3,3,0,0,0,0,0.371428571428571,546.511627906977,0.424550898203593
"75",75,"2021S05100390","Inverness",2.7297,12,"Inverness",1228,1248,-1.6,633,562,449.9,2.73,32.8,54.8,560,280,2,495,1.8,10,32800,29800,15500,10400,37900,31600,28800,12500,9500,50,0,570,340,230,570,60,612,760,2e+05,235000,705,755,1255,20,0,1020,210,295,400,75,1020,540,460,80,480,52.9,45.1,14.8,460,20,0,70,375,375,345,15,0,0,440,375,0,50,0,10,440,325,55,35,20,0,"c(NA, NA)",50,0,0,2,2,2,2,1,1,1,1,0.08,231.868131868132,0.457654723127036
"76",76,"2021S05100394","Wawa",1.7615,35,"Wawa",2431,2610,-6.9,1207,1097,1380.1,1.76,21.2,45.6,1095,880,2.2,1230,1.7,10,42800,38800,10400,5920,53650,38800,35600,7350,6040,435,240,1120,855,265,1120,100,900,990,150000,164400,670,715,2395,80,15,2030,430,575,825,155,2030,1310,1195,120,715,64.5,58.9,9.2,1195,105,0,115,975,975,785,145,30,15,1090,935,0,85,35,25,1090,760,100,30,20,180,"c(NA, NA)",80.4,1,1,2,2,2,2,1,1,1,1,0.194871794871795,685.795454545455,0.451254627725216
"77",77,"2021S05100398","Kamsack",1.6031,47,"Kamsack",1659,1775,-6.5,841,734,1034.9,1.6,26,46.8,730,665,2.1,685,1.9,5,32800,31000,11300,5560,42500,30800,29000,6800,5480,300,215,735,525,210,735,75,528,688,80000,102800,810,860,1465,85,130,1270,360,365,400,120,1270,720,625,90,555,56.7,49.2,12.5,625,75,0,60,490,490,410,70,15,0,555,485,0,65,0,0,555,390,60,30,30,45,"c(NA, NA)",91.1,1,1,2,2,2,2,2,2,2,2,0.163265306122449,525.625,0.442435201928873
"78",78,"2021S05100400","Kapuskasing",8.6268,35,"Kapuskasing",7092,7378,-3.9,3723,3395,822.1,8.63,25.2,48.8,3395,2005,2.1,3395,1.8,30,39600,36400,12500,5680,48840,37200,34000,9100,6000,795,315,3395,2160,1235,3395,445,830,962,150000,163400,740,738,6685,190,265,5850,1480,1600,2145,475,5850,3005,2770,245,2840,51.4,47.4,8.2,2770,225,0,315,2225,2225,2015,150,50,10,2545,2205,25,240,25,40,2545,2030,250,75,30,165,"c(NA, NA)",59.1,1,1,2,2,2,2,1,1,1,1,0.0943820224719101,431.402085747393,0.478708403835307
